questionsAnswered,correct answers,timeSpent,halfCorrect,reversed,questionsSkipped,answerChanges,flaggedQuestions,label
44,44,17.17,0,0,19,5,2,très fort
44,44,12.54,0,0,9,0,5,très fort
43,43,12.4,0,0,12,6,5,très fort
40,40,14.16,0,0,6,0,1,très fort
38,38,17.74,0,0,20,2,0,très fort
43,43,16.38,0,0,2,4,1,très fort
41,40,15.33,0,0,16,0,3,très fort
40,40,14.4,0,0,18,1,5,très fort
44,44,19.55,0,0,3,5,3,très fort
40,39,19.87,0,0,6,0,3,très fort
42,42,13.6,0,0,6,2,1,très fort
42,42,12.77,0,0,12,2,5,très fort
42,42,14.16,0,0,20,0,0,très fort
40,40,12.46,0,0,0,1,1,très fort
42,38,12.33,0,1,20,2,3,très fort
39,37,12.36,0,0,20,6,2,très fort
44,44,14.79,0,0,3,1,4,très fort
39,38,14.92,0,1,9,5,2,très fort
38,37,19.32,0,0,12,1,1,très fort
41,41,18.8,0,0,15,2,1,très fort
42,42,18.81,0,0,0,4,0,très fort
40,40,17.26,0,0,2,0,0,très fort
44,43,16.98,0,1,6,0,2,très fort
40,39,16.56,0,0,3,3,4,très fort
44,44,12.94,0,0,10,1,1,très fort
39,36,12.9,0,1,18,6,1,très fort
38,38,18.44,0,0,7,3,1,très fort
42,40,17.38,0,1,19,3,1,très fort
42,40,14.27,0,0,20,1,1,très fort
38,37,19.47,0,0,1,6,2,très fort
42,42,17.79,0,0,17,3,5,très fort
41,39,19.36,0,1,8,4,1,très fort
44,41,12.99,0,0,2,4,1,très fort
44,44,17.88,0,0,20,5,2,très fort
41,41,17.79,0,0,11,6,2,très fort
44,43,14.19,0,1,4,1,4,très fort
38,38,17.52,0,0,10,0,3,très fort
39,39,12.0,0,0,10,2,5,très fort
42,38,12.36,0,1,9,3,2,très fort
43,41,15.88,0,0,1,5,2,très fort
43,43,12.22,0,0,6,5,4,très fort
44,43,14.02,0,0,0,1,1,très fort
42,38,17.97,0,1,1,6,1,très fort
38,37,17.62,0,0,7,4,1,très fort
44,43,16.89,0,1,8,6,3,très fort
41,41,19.25,0,0,10,2,4,très fort
40,40,15.2,0,0,9,3,3,très fort
42,42,18.63,0,0,1,1,3,très fort
44,44,18.96,0,0,16,4,3,très fort
39,37,13.87,0,0,11,4,1,très fort
40,39,15.0,0,1,14,0,4,très fort
44,44,14.21,0,0,10,4,1,très fort
43,43,12.85,0,0,10,0,2,très fort
41,39,13.06,0,0,19,3,1,très fort
39,36,13.61,0,0,16,1,0,très fort
42,41,15.0,0,1,11,6,2,très fort
44,43,12.28,0,1,11,2,2,très fort
41,41,18.25,0,0,18,4,2,très fort
41,41,18.55,0,0,11,0,3,très fort
41,41,16.77,0,0,3,6,0,très fort
44,41,12.85,0,0,4,1,3,très fort
44,43,14.34,0,0,8,4,2,très fort
38,35,12.07,0,0,15,5,5,très fort
44,44,12.81,0,0,0,5,3,très fort
44,44,14.41,0,0,2,3,1,très fort
41,41,12.77,0,0,14,5,1,très fort
38,37,16.34,0,0,12,0,5,très fort
44,44,15.73,0,0,8,4,5,très fort
39,39,17.6,0,0,16,3,0,très fort
41,41,16.52,0,0,5,2,4,très fort
39,38,17.27,0,1,6,0,4,très fort
39,39,16.93,0,0,18,3,2,très fort
40,39,17.59,0,1,5,6,2,très fort
42,42,19.68,0,0,13,4,4,très fort
42,41,14.94,0,1,13,4,1,très fort
42,42,14.55,0,0,16,0,4,très fort
38,38,14.13,0,0,11,2,3,très fort
38,37,19.22,0,0,20,5,3,très fort
43,41,17.65,0,0,7,0,1,très fort
43,43,14.5,0,0,9,0,0,très fort
38,38,15.3,0,0,20,2,2,très fort
42,42,14.48,0,0,8,1,0,très fort
42,41,18.86,0,1,5,6,1,très fort
41,41,13.91,0,0,13,3,4,très fort
39,37,12.6,0,0,3,6,0,très fort
40,38,16.81,0,1,12,1,2,très fort
42,41,12.28,0,0,10,6,3,très fort
42,40,16.0,0,0,2,5,3,très fort
40,39,17.94,0,0,2,5,0,très fort
42,41,17.69,0,0,3,1,1,très fort
39,37,19.85,0,0,17,2,2,très fort
41,41,19.29,0,0,8,6,0,très fort
42,42,12.83,0,0,4,2,1,très fort
41,40,13.58,0,0,10,5,1,très fort
38,38,15.53,0,0,5,3,5,très fort
41,39,19.49,0,1,10,1,1,très fort
40,36,17.84,0,0,14,4,4,très fort
38,38,16.42,0,0,19,3,0,très fort
39,38,19.67,0,1,1,4,3,très fort
43,43,12.09,0,0,2,4,0,très fort
38,36,18.91,0,1,11,5,4,très fort
43,42,19.26,0,0,7,5,5,très fort
42,42,13.07,0,0,3,1,3,très fort
39,39,13.83,0,0,4,5,0,très fort
44,44,18.99,0,0,12,2,1,très fort
42,42,17.5,0,0,2,1,0,très fort
41,41,16.32,0,0,16,4,4,très fort
44,43,18.36,0,0,10,2,5,très fort
43,42,19.69,0,0,19,6,0,très fort
41,40,18.75,0,1,16,6,5,très fort
42,42,17.07,0,0,13,3,5,très fort
41,39,12.29,0,0,2,1,3,très fort
41,41,14.12,0,0,18,5,3,très fort
38,37,14.17,0,0,3,4,2,très fort
40,37,12.04,0,0,20,2,5,très fort
40,40,16.89,0,0,19,4,1,très fort
39,37,13.8,0,0,17,3,3,très fort
41,40,12.86,0,0,2,5,3,très fort
39,39,13.07,0,0,15,6,3,très fort
40,40,16.51,0,0,18,2,5,très fort
44,44,12.17,0,0,12,2,0,très fort
41,40,17.44,0,1,13,1,5,très fort
40,39,17.19,0,0,11,1,4,très fort
42,39,15.36,0,0,13,1,2,très fort
42,40,17.82,0,1,17,0,0,très fort
44,40,15.0,0,0,13,3,3,très fort
43,43,18.48,0,0,0,2,0,très fort
41,40,15.38,0,1,16,6,1,très fort
44,43,18.3,0,1,7,5,3,très fort
39,36,14.11,0,1,9,5,5,très fort
43,43,17.62,0,0,0,2,1,très fort
39,38,15.51,0,0,19,6,3,très fort
44,42,12.77,0,1,14,0,4,très fort
41,41,18.62,0,0,3,2,4,très fort
42,42,18.55,0,0,7,6,1,très fort
39,39,18.27,0,0,16,3,5,très fort
43,43,14.77,0,0,15,0,0,très fort
39,38,14.53,0,1,18,4,3,très fort
39,37,17.07,0,1,15,1,2,très fort
43,42,17.5,0,1,5,5,4,très fort
39,39,13.06,0,0,11,6,5,très fort
38,37,16.51,0,0,20,0,5,très fort
42,40,18.53,0,0,3,6,2,très fort
44,44,12.13,0,0,11,0,5,très fort
42,39,19.8,0,0,13,1,5,très fort
40,40,15.36,0,0,5,3,2,très fort
41,41,17.73,0,0,0,2,3,très fort
43,43,19.0,0,0,3,2,3,très fort
40,40,19.72,0,0,2,3,0,très fort
39,37,16.22,0,0,4,3,5,très fort
43,43,17.52,0,0,11,4,5,très fort
43,40,15.29,0,1,2,6,1,très fort
39,36,13.56,0,0,19,5,5,très fort
40,37,18.45,0,1,7,4,4,très fort
44,44,18.17,0,0,5,2,2,très fort
38,37,14.56,0,1,19,6,2,très fort
40,40,14.22,0,0,6,1,0,très fort
44,43,19.58,0,1,13,6,5,très fort
43,40,14.62,0,0,20,0,0,très fort
40,40,13.08,0,0,15,4,0,très fort
43,43,18.63,0,0,3,2,1,très fort
39,38,15.98,0,0,3,6,4,très fort
42,42,16.13,0,0,17,3,4,très fort
38,37,16.72,0,1,4,4,0,très fort
38,37,15.8,0,1,20,6,4,très fort
38,37,16.75,0,1,1,5,5,très fort
38,35,19.89,0,1,13,6,5,très fort
38,38,16.73,0,0,12,6,0,très fort
38,38,15.13,0,0,17,5,5,très fort
44,41,15.01,0,0,12,0,1,très fort
41,41,12.54,0,0,13,2,0,très fort
41,41,16.5,0,0,6,6,3,très fort
43,43,15.12,0,0,12,2,0,très fort
43,41,15.85,0,0,2,0,3,très fort
39,39,15.19,0,0,7,5,5,très fort
40,39,14.54,0,0,13,3,0,très fort
42,42,18.85,0,0,7,3,3,très fort
39,36,12.52,0,0,16,3,3,très fort
42,41,15.92,0,0,8,0,4,très fort
39,39,17.35,0,0,14,4,3,très fort
41,38,17.78,0,0,7,0,2,très fort
39,37,12.38,0,1,18,3,3,très fort
38,36,16.98,0,0,5,4,2,très fort
42,41,13.75,0,1,10,1,0,très fort
38,37,17.87,0,1,12,5,2,très fort
43,40,12.94,0,0,4,2,2,très fort
41,41,12.04,0,0,1,6,4,très fort
41,38,17.04,0,1,3,3,3,très fort
39,39,15.41,0,0,7,6,4,très fort
42,42,13.09,0,0,2,0,3,très fort
42,38,15.77,0,1,3,4,2,très fort
44,44,15.8,0,0,14,2,1,très fort
42,42,18.01,0,0,11,5,4,très fort
39,39,18.63,0,0,3,4,1,très fort
44,43,13.28,0,0,14,0,5,très fort
42,41,12.57,0,1,10,6,0,très fort
42,42,15.89,0,0,8,2,2,très fort
39,37,13.25,0,1,16,0,0,très fort
44,43,12.3,0,0,6,5,1,très fort
44,44,19.04,0,0,10,3,4,très fort
38,36,16.39,0,1,14,6,0,très fort
39,39,18.02,0,0,14,6,1,très fort
43,42,16.14,0,1,2,6,3,très fort
43,43,19.86,0,0,8,4,3,très fort
40,38,16.98,0,0,8,2,3,très fort
42,42,14.51,0,0,8,4,1,très fort
38,38,17.05,0,0,9,0,3,très fort
42,42,14.27,0,0,6,5,2,très fort
41,39,18.04,0,0,7,3,4,très fort
40,40,13.89,0,0,16,6,0,très fort
42,41,17.1,0,0,15,5,3,très fort
41,41,18.43,0,0,2,2,5,très fort
38,38,18.03,0,0,0,5,0,très fort
44,42,16.03,0,0,10,6,4,très fort
41,41,13.43,0,0,16,0,0,très fort
43,41,19.62,0,1,20,6,4,très fort
43,43,18.97,0,0,7,0,1,très fort
41,41,12.9,0,0,10,2,0,très fort
41,41,16.33,0,0,17,6,5,très fort
38,38,18.03,0,0,15,1,0,très fort
44,42,12.71,0,1,7,1,1,très fort
40,39,17.49,0,0,0,1,4,très fort
43,43,13.72,0,0,3,0,3,très fort
38,35,19.07,0,1,18,2,1,très fort
39,39,19.55,0,0,6,6,1,très fort
42,42,12.71,0,0,3,4,5,très fort
39,37,12.63,0,1,17,0,4,très fort
44,43,17.96,0,0,7,1,0,très fort
43,43,18.54,0,0,14,2,4,très fort
40,40,15.44,0,0,9,4,3,très fort
43,43,19.93,0,0,11,1,1,très fort
39,39,19.66,0,0,8,6,1,très fort
38,38,12.73,0,0,16,0,1,très fort
42,42,14.51,0,0,17,0,0,très fort
39,38,13.73,0,0,6,3,5,très fort
40,39,12.45,0,0,8,2,5,très fort
42,42,16.2,0,0,1,0,2,très fort
39,39,19.06,0,0,9,1,0,très fort
41,39,13.15,0,0,1,2,3,très fort
40,40,15.81,0,0,19,3,0,très fort
41,38,17.46,0,1,11,5,0,très fort
38,38,15.96,0,0,15,3,5,très fort
41,37,18.28,0,1,3,5,5,très fort
41,41,15.87,0,0,18,5,4,très fort
43,42,15.28,0,0,0,6,0,très fort
41,40,13.65,0,1,0,6,5,très fort
42,42,13.4,0,0,12,2,1,très fort
39,39,12.71,0,0,11,1,1,très fort
42,41,18.97,0,1,0,1,5,très fort
43,42,12.48,0,1,6,5,0,très fort
41,39,12.17,0,1,11,6,0,très fort
40,39,13.54,0,0,20,4,2,très fort
43,42,13.93,0,1,18,4,0,très fort
41,41,17.55,0,0,17,2,1,très fort
40,40,17.96,0,0,4,6,2,très fort
43,42,16.61,0,0,5,0,4,très fort
38,38,15.24,0,0,14,1,0,très fort
41,39,15.56,0,0,8,6,3,très fort
39,39,15.06,0,0,11,6,5,très fort
39,39,12.15,0,0,1,5,3,très fort
40,39,13.74,0,0,4,1,2,très fort
42,42,19.38,0,0,17,2,0,très fort
41,40,16.32,0,0,2,6,4,très fort
44,43,15.05,0,1,7,5,0,très fort
38,38,19.94,0,0,10,0,1,très fort
41,40,12.35,0,1,7,0,2,très fort
39,39,13.41,0,0,9,4,1,très fort
38,35,17.12,0,0,3,4,0,très fort
43,40,15.06,0,1,20,4,0,très fort
40,39,17.15,0,1,17,0,3,très fort
44,42,18.44,0,1,8,5,0,très fort
38,38,19.63,0,0,10,5,3,très fort
41,41,16.55,0,0,1,0,1,très fort
43,43,14.9,0,0,15,4,2,très fort
39,38,13.79,0,1,8,0,1,très fort
40,40,16.07,0,0,18,1,3,très fort
39,38,18.07,0,1,3,2,1,très fort
41,41,15.66,0,0,2,6,1,très fort
42,40,12.1,0,1,5,2,4,très fort
42,41,17.43,0,0,12,4,3,très fort
41,40,19.63,0,0,4,1,4,très fort
41,41,17.58,0,0,11,0,5,très fort
39,39,12.48,0,0,9,0,4,très fort
39,39,18.23,0,0,0,6,1,très fort
40,40,15.88,0,0,13,4,1,très fort
42,40,16.53,0,1,0,1,1,très fort
41,41,17.81,0,0,16,2,5,très fort
42,41,12.04,0,1,5,4,4,très fort
39,39,19.24,0,0,1,0,4,très fort
43,43,12.28,0,0,17,2,4,très fort
43,42,19.23,0,1,20,0,4,très fort
39,38,13.86,0,0,16,0,0,très fort
40,39,14.85,0,0,16,4,0,très fort
38,38,18.76,0,0,14,6,0,très fort
39,36,12.11,0,1,16,2,3,très fort
41,38,19.58,0,0,11,1,0,très fort
38,38,15.35,0,0,20,3,3,très fort
43,43,18.24,0,0,8,3,1,très fort
44,43,14.99,0,0,9,5,0,très fort
44,43,18.2,0,0,19,5,1,très fort
43,42,18.88,0,1,7,6,1,très fort
43,42,13.51,0,0,17,5,4,très fort
40,39,16.36,0,0,12,5,3,très fort
40,38,17.14,0,1,4,6,1,très fort
39,38,15.76,0,0,20,1,5,très fort
41,39,19.69,0,1,17,4,4,très fort
42,42,16.37,0,0,14,0,5,très fort
44,43,17.77,0,1,14,4,4,très fort
44,44,13.07,0,0,14,0,0,très fort
42,42,13.5,0,0,2,4,1,très fort
40,38,17.32,0,1,17,4,0,très fort
43,41,13.39,0,0,2,5,1,très fort
38,36,19.53,0,0,5,2,5,très fort
43,43,12.18,0,0,9,6,0,très fort
41,41,14.38,0,0,8,4,5,très fort
44,44,13.92,0,0,1,4,1,très fort
43,42,14.98,0,0,14,6,0,très fort
38,35,15.21,0,0,20,2,2,très fort
44,44,15.77,0,0,16,6,2,très fort
43,43,18.58,0,0,8,0,3,très fort
38,38,19.32,0,0,18,0,4,très fort
39,37,15.13,0,0,20,1,1,très fort
40,39,12.7,0,1,16,4,4,très fort
39,38,14.77,0,1,3,6,1,très fort
44,43,14.5,0,0,18,4,1,très fort
38,38,18.08,0,0,11,2,3,très fort
41,38,16.6,0,0,12,0,5,très fort
42,39,15.48,0,0,17,3,4,très fort
39,39,16.97,0,0,17,6,0,très fort
42,41,19.1,0,0,16,4,3,très fort
38,38,16.25,0,0,1,4,3,très fort
40,37,16.08,0,0,16,0,3,très fort
39,39,16.92,0,0,2,2,3,très fort
44,43,14.17,0,0,14,3,4,très fort
41,40,15.19,0,0,11,6,3,très fort
41,40,17.31,0,1,7,6,1,très fort
38,37,19.91,0,1,9,2,2,très fort
40,39,12.9,0,1,7,2,5,très fort
39,39,16.09,0,0,5,1,1,très fort
38,37,17.67,0,0,16,2,1,très fort
38,38,16.88,0,0,19,3,2,très fort
44,43,12.66,0,0,3,6,2,très fort
43,42,15.05,0,0,15,4,3,très fort
41,41,13.45,0,0,14,4,1,très fort
40,39,14.42,0,1,14,0,5,très fort
42,41,18.28,0,1,17,0,0,très fort
38,38,17.91,0,0,20,1,1,très fort
38,38,12.0,0,0,2,2,5,très fort
41,40,16.6,0,1,17,3,5,très fort
42,40,15.08,0,1,13,0,0,très fort
42,42,18.06,0,0,11,6,4,très fort
42,42,13.37,0,0,9,1,0,très fort
44,44,18.77,0,0,3,0,1,très fort
42,42,19.28,0,0,10,0,2,très fort
39,37,12.82,0,0,0,5,0,très fort
39,38,12.22,0,0,5,2,3,très fort
38,37,14.25,0,1,0,2,5,très fort
42,42,13.74,0,0,5,3,2,très fort
41,38,12.4,0,0,0,3,4,très fort
38,38,15.54,0,0,8,5,3,très fort
41,39,14.74,0,1,9,1,4,très fort
38,38,13.81,0,0,9,4,1,très fort
41,41,16.22,0,0,14,0,3,très fort
41,39,19.02,0,1,5,0,0,très fort
43,43,19.88,0,0,14,0,4,très fort
42,42,16.01,0,0,13,2,5,très fort
41,41,19.95,0,0,19,6,5,très fort
44,44,13.63,0,0,10,5,3,très fort
43,43,19.13,0,0,10,2,5,très fort
44,44,19.93,0,0,19,6,5,très fort
39,39,14.01,0,0,3,0,3,très fort
39,39,19.18,0,0,14,2,0,très fort
40,40,15.3,0,0,7,2,3,très fort
44,44,15.83,0,0,18,0,1,très fort
40,40,12.61,0,0,12,6,4,très fort
38,38,15.39,0,0,17,3,3,très fort
38,37,19.83,0,1,19,2,1,très fort
39,39,14.35,0,0,14,1,4,très fort
38,36,19.1,0,0,12,2,4,très fort
38,38,16.64,0,0,0,0,5,très fort
38,38,17.56,0,0,18,5,4,très fort
44,43,13.72,0,1,2,2,3,très fort
38,35,14.51,0,0,18,2,3,très fort
44,44,12.28,0,0,17,3,0,très fort
40,40,19.56,0,0,15,5,5,très fort
44,44,13.24,0,0,9,6,0,très fort
40,40,17.52,0,0,14,5,4,très fort
39,39,13.04,0,0,2,3,4,très fort
40,38,19.99,0,0,0,6,2,très fort
39,38,16.12,0,1,19,4,1,très fort
42,40,19.52,0,1,13,3,2,très fort
41,41,17.79,0,0,15,4,5,très fort
43,39,13.15,0,1,6,3,0,très fort
40,39,13.53,0,0,12,0,3,très fort
38,38,15.57,0,0,6,4,0,très fort
41,41,12.73,0,0,11,5,1,très fort
44,44,13.26,0,0,4,5,3,très fort
42,42,17.75,0,0,20,5,0,très fort
40,40,12.72,0,0,6,2,4,très fort
44,44,14.41,0,0,17,6,1,très fort
44,44,12.86,0,0,10,2,0,très fort
39,37,12.59,0,0,1,5,2,très fort
39,39,15.86,0,0,15,4,4,très fort
38,38,19.25,0,0,4,2,1,très fort
42,42,16.66,0,0,17,4,4,très fort
44,44,18.77,0,0,19,4,1,très fort
38,38,13.16,0,0,9,0,3,très fort
41,39,15.79,0,0,2,4,1,très fort
39,38,16.16,0,0,12,6,5,très fort
38,38,18.45,0,0,8,3,3,très fort
38,35,17.08,0,0,11,6,4,très fort
41,40,12.15,0,0,9,2,1,très fort
40,37,17.58,0,0,17,1,2,très fort
44,44,13.28,0,0,17,1,1,très fort
42,42,17.87,0,0,2,2,1,très fort
43,42,12.59,0,1,16,4,1,très fort
40,37,15.85,0,1,1,4,5,très fort
43,40,19.26,0,1,0,1,5,très fort
44,43,12.2,0,0,14,4,0,très fort
43,42,13.78,0,0,4,4,1,très fort
39,38,19.79,0,0,1,3,1,très fort
41,41,16.93,0,0,0,6,3,très fort
38,38,19.62,0,0,10,2,0,très fort
43,42,17.04,0,1,9,0,5,très fort
43,42,17.41,0,0,11,3,5,très fort
39,38,18.61,0,1,19,3,0,très fort
39,37,14.43,0,1,9,4,1,très fort
42,41,13.46,0,1,8,3,5,très fort
38,38,15.55,0,0,6,1,5,très fort
39,38,14.65,0,1,5,4,5,très fort
41,38,17.01,0,0,2,3,5,très fort
43,39,17.89,0,1,14,0,3,très fort
40,40,15.47,0,0,10,3,2,très fort
39,39,16.14,0,0,8,5,5,très fort
41,41,12.55,0,0,8,3,4,très fort
44,44,15.45,0,0,13,5,3,très fort
44,44,13.21,0,0,15,3,1,très fort
40,40,12.07,0,0,19,4,1,très fort
39,38,13.91,0,0,2,5,2,très fort
38,38,12.45,0,0,20,4,5,très fort
42,41,14.62,0,1,11,6,4,très fort
39,39,13.56,0,0,13,1,2,très fort
40,40,14.56,0,0,11,6,0,très fort
44,42,12.96,0,1,20,3,4,très fort
44,44,15.06,0,0,12,0,5,très fort
42,40,18.93,0,0,12,6,4,très fort
38,37,12.03,0,1,11,4,1,très fort
38,38,15.86,0,0,20,2,4,très fort
39,39,16.95,0,0,0,5,3,très fort
38,36,17.87,0,1,13,1,2,très fort
38,38,17.13,0,0,6,5,4,très fort
40,40,19.35,0,0,18,6,5,très fort
42,42,19.05,0,0,7,5,0,très fort
44,44,15.63,0,0,20,6,0,très fort
40,40,15.37,0,0,13,6,2,très fort
42,41,17.38,0,1,19,1,4,très fort
44,44,13.14,0,0,2,2,3,très fort
39,38,18.26,0,0,6,6,2,très fort
40,40,18.21,0,0,8,6,1,très fort
38,38,13.31,0,0,12,4,5,très fort
42,41,13.16,0,0,7,1,1,très fort
43,43,17.81,0,0,10,1,4,très fort
40,36,19.83,0,1,9,1,2,très fort
42,42,17.14,0,0,3,2,1,très fort
40,37,13.25,0,1,2,1,1,très fort
41,40,14.14,0,0,15,3,4,très fort
39,39,13.25,0,0,14,3,2,très fort
38,38,12.31,0,0,6,3,4,très fort
38,38,15.51,0,0,11,2,1,très fort
40,38,17.61,0,0,19,6,4,très fort
44,43,15.2,0,0,6,6,3,très fort
39,38,16.7,0,1,17,5,3,très fort
41,37,17.08,0,0,9,6,0,très fort
41,41,16.5,0,0,19,4,5,très fort
44,44,15.93,0,0,20,2,3,très fort
41,41,15.6,0,0,12,6,3,très fort
44,43,18.14,0,0,11,5,5,très fort
39,39,14.31,0,0,18,6,4,très fort
43,42,15.89,0,0,14,1,4,très fort
41,40,16.13,0,1,4,0,5,très fort
39,39,16.02,0,0,3,0,3,très fort
43,43,17.34,0,0,11,4,2,très fort
40,40,19.11,0,0,3,4,1,très fort
40,37,16.39,0,1,3,5,4,très fort
38,38,12.97,0,0,1,3,3,très fort
39,38,16.1,0,0,8,0,5,très fort
39,37,14.74,0,1,17,6,3,très fort
40,40,16.41,0,0,18,0,2,très fort
42,42,14.57,0,0,17,0,0,très fort
38,38,17.77,0,0,3,3,5,très fort
42,42,15.26,0,0,5,3,4,très fort
41,40,16.09,0,0,10,6,2,très fort
40,40,16.86,0,0,13,4,4,très fort
42,42,16.54,0,0,14,0,0,très fort
39,39,18.75,0,0,1,3,1,très fort
41,41,12.81,0,0,1,2,1,très fort
43,42,19.51,0,0,12,2,3,très fort
41,41,14.49,0,0,1,4,3,très fort
43,43,13.44,0,0,1,4,0,très fort
44,44,19.39,0,0,20,4,2,très fort
42,42,18.67,0,0,18,4,2,très fort
40,40,17.92,0,0,11,3,0,très fort
42,40,12.38,0,0,1,5,4,très fort
41,41,16.07,0,0,19,4,1,très fort
40,40,13.02,0,0,5,6,5,très fort
41,41,14.4,0,0,19,2,4,très fort
41,39,18.32,0,1,3,6,4,très fort
43,40,16.19,0,1,5,0,3,très fort
41,41,18.79,0,0,13,3,3,très fort
44,43,15.35,0,1,12,4,0,très fort
39,39,17.26,0,0,4,3,1,très fort
38,38,17.01,0,0,14,3,1,très fort
42,40,14.24,0,0,18,2,3,très fort
40,39,17.45,0,0,13,0,1,très fort
44,43,16.89,0,1,3,0,3,très fort
44,44,13.68,0,0,2,2,1,très fort
41,41,14.45,0,0,1,1,0,très fort
41,39,18.49,0,0,12,4,0,très fort
43,43,14.9,0,0,17,5,0,très fort
42,42,13.51,0,0,1,2,3,très fort
44,43,14.97,0,1,6,6,4,très fort
44,43,13.28,0,0,18,1,1,très fort
41,41,14.49,0,0,0,1,3,très fort
42,39,19.18,0,0,15,5,2,très fort
42,41,16.38,0,0,18,5,5,très fort
44,44,15.56,0,0,4,1,4,très fort
41,40,18.71,0,1,9,3,4,très fort
38,38,14.12,0,0,5,6,1,très fort
44,44,14.46,0,0,3,0,0,très fort
44,44,17.39,0,0,6,3,5,très fort
42,42,17.32,0,0,20,5,4,très fort
40,39,16.68,0,0,15,0,3,très fort
38,38,17.11,0,0,15,2,2,très fort
41,38,15.32,0,1,14,4,5,très fort
41,40,18.24,0,1,11,4,3,très fort
38,36,18.0,0,0,2,1,5,très fort
40,39,17.46,0,0,0,5,3,très fort
40,40,19.56,0,0,8,3,0,très fort
44,44,19.75,0,0,15,0,4,très fort
40,37,18.52,0,1,16,4,5,très fort
44,44,14.19,0,0,12,1,4,très fort
41,41,16.49,0,0,3,5,3,très fort
43,43,18.07,0,0,20,4,4,très fort
42,42,13.3,0,0,0,1,0,très fort
44,44,14.04,0,0,19,1,2,très fort
38,38,15.6,0,0,18,0,2,très fort
38,38,19.79,0,0,10,3,2,très fort
44,44,19.87,0,0,0,2,5,très fort
40,40,17.46,0,0,2,1,2,très fort
42,42,15.7,0,0,17,3,0,très fort
43,39,14.03,0,1,12,2,1,très fort
39,37,19.52,0,0,0,0,1,très fort
41,41,18.96,0,0,2,3,5,très fort
43,41,12.81,0,1,18,0,0,très fort
43,40,15.56,0,1,14,6,1,très fort
39,38,12.55,0,0,17,2,0,très fort
40,39,18.06,0,0,7,1,0,très fort
39,38,13.44,0,0,12,4,4,très fort
38,38,16.21,0,0,4,2,3,très fort
42,42,17.45,0,0,16,5,2,très fort
43,43,17.84,0,0,9,4,1,très fort
44,44,16.65,0,0,11,6,5,très fort
41,41,14.87,0,0,1,4,3,très fort
40,39,15.8,0,1,9,6,4,très fort
39,37,13.48,0,0,10,0,0,très fort
39,37,14.13,0,0,8,0,4,très fort
38,38,12.51,0,0,14,5,4,très fort
44,40,19.07,0,1,13,3,0,très fort
42,42,18.85,0,0,17,2,2,très fort
41,39,16.64,0,1,3,6,4,très fort
39,39,15.4,0,0,13,2,2,très fort
40,40,18.3,0,0,18,6,2,très fort
42,40,14.52,0,1,12,5,1,très fort
42,42,18.32,0,0,14,0,2,très fort
39,39,16.15,0,0,5,0,5,très fort
43,41,15.48,0,1,20,2,2,très fort
38,37,12.35,0,0,19,6,2,très fort
41,39,18.79,0,1,1,4,2,très fort
44,44,17.93,0,0,17,4,2,très fort
40,39,12.19,0,1,5,6,4,très fort
41,39,16.98,0,1,14,6,3,très fort
39,39,13.3,0,0,17,5,0,très fort
38,37,18.66,0,0,8,2,1,très fort
43,42,14.34,0,1,12,2,5,très fort
38,37,14.98,0,0,17,3,5,très fort
40,40,18.61,0,0,9,2,0,très fort
42,38,12.3,0,1,11,1,5,très fort
39,39,17.76,0,0,12,4,2,très fort
43,42,12.76,0,0,10,4,0,très fort
43,43,15.52,0,0,7,0,3,très fort
40,40,14.52,0,0,16,1,5,très fort
42,42,15.56,0,0,2,0,0,très fort
38,37,15.94,0,1,2,4,2,très fort
43,42,19.28,0,1,14,3,1,très fort
41,41,17.48,0,0,5,6,3,très fort
43,43,16.04,0,0,6,1,3,très fort
42,41,18.68,0,0,7,4,1,très fort
42,41,12.06,0,0,4,3,4,très fort
40,38,16.41,0,0,8,0,2,très fort
42,42,17.24,0,0,10,1,5,très fort
41,39,18.98,0,0,20,3,0,très fort
42,42,12.75,0,0,20,0,3,très fort
39,39,12.66,0,0,20,3,1,très fort
41,41,16.11,0,0,9,5,3,très fort
38,37,18.36,0,1,7,4,0,très fort
39,38,15.58,0,0,20,0,0,très fort
41,41,13.93,0,0,16,4,3,très fort
39,39,16.83,0,0,1,2,1,très fort
38,38,16.46,0,0,12,4,0,très fort
39,38,17.68,0,1,5,1,2,très fort
43,41,14.93,0,1,18,2,3,très fort
43,43,14.5,0,0,3,0,0,très fort
40,39,15.37,0,0,0,3,3,très fort
42,42,19.79,0,0,19,1,1,très fort
41,39,19.89,0,0,7,3,0,très fort
38,36,14.99,0,1,19,4,5,très fort
41,41,17.28,0,0,4,4,2,très fort
42,39,18.81,0,1,0,2,2,très fort
42,42,17.73,0,0,20,4,1,très fort
39,39,13.22,0,0,16,1,4,très fort
44,43,12.52,0,1,12,1,5,très fort
44,43,13.42,0,1,12,0,3,très fort
44,43,12.89,0,1,1,6,0,très fort
39,39,14.87,0,0,9,4,3,très fort
38,36,12.46,0,1,3,4,0,très fort
41,41,14.57,0,0,0,1,0,très fort
39,38,17.16,0,1,7,1,3,très fort
41,41,13.87,0,0,19,5,2,très fort
41,41,17.74,0,0,7,0,3,très fort
39,39,19.37,0,0,15,1,5,très fort
39,38,12.2,0,0,9,2,2,très fort
44,44,18.67,0,0,20,1,0,très fort
38,38,12.93,0,0,10,4,5,très fort
